# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Colgalt2	Colgalt2	NM_177756.4		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Copa	Copa	NM_009938.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cox5b	Cox5b	NM_009942.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cpa6	Cpa6	NM_001289497.1		0	1	0	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Cpa6	Cpa6	NM_177834.4		0	1	0	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Cps1	Cps1	NM_001080809.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cr2	Cr2	NM_007758.2		0	1	2	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0
Crb1	Crb1	NM_133239.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Creg1	Creg1	NM_011804.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Crisp4	Crisp4	NM_030033.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Crispld1	Crispld1	NM_031402.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Crygb	Crygb	NM_144761.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cryge	Cryge	NM_007777.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cspp1	Cspp1	NM_026493.3		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Csrp1	Csrp1	NM_007791.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ctla4	Ctla4	NM_001281976.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ctla4	Ctla4	NM_009843.4		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cul3	Cul3	NM_001313728.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cul3	Cul3	NM_016716.5		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
D1Pas1	D1Pas1	NM_033077.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
D2hgdh	D2hgdh	NM_001310767.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
D2hgdh	D2hgdh	NM_178882.4		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
D830032E09Rik	D830032E09Rik	NR_102306.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
D830032E09Rik	D830032E09Rik	NR_102307.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dars2	Dars2	NM_172644.4		0	0	1	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Daw1	Daw1	NM_027725.3		0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Daw1	Daw1	NR_027636.1		0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Dbi	Dbi	NM_001037999.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dbi	Dbi	NM_007830.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dcaf6	Dcaf6	NM_028759.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dcaf8	Dcaf8	NM_153555.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Ddr2	Ddr2	NM_022563.2		0	1	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0
Ddx18	Ddx18	NM_025860.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ddx59	Ddx59	NM_026500.3		0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Dedd	Dedd	NM_001128609.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dedd	Dedd	NM_011615.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Defb18	Defb18	NM_001039123.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Defb41	Defb41	NM_001040027.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Defb41	Defb41	NM_183124.3		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Dennd1b	Dennd1b	NM_001166501.1		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0
Dennd1b	Dennd1b	NM_181347.3		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0
Dgkd	Dgkd	NM_177646.3		1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Dhx9	Dhx9	NM_007842.2		0	0	2	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
Dnah7a	Dnah7a	NM_001252070.1		1	0	2	4	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0
Dnah7b	Dnah7b	NM_001160386.1		1	2	3	10	0	0	0	0	0	0	10	3	0	0	0	0	1	0	2	0
Dnah7c	Dnah7c	NM_001310335.1		0	1	5	12	0	0	0	0	0	0	12	5	0	0	0	0	0	0	1	0
Dnajb3	Dnajb3	NM_008299.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dnm3	Dnm3	NM_001038619.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dnm3	Dnm3	NM_172646.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dnpep	Dnpep	NM_001110831.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dnpep	Dnpep	NM_016878.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dock10	Dock10	NM_001285927.1		2	0	1	1	0	0	0	1	0	1	2	1	0	0	1	1	1	0	0	0
Dock10	Dock10	NM_175291.4		2	0	1	1	0	0	0	1	0	1	2	1	0	0	1	1	1	0	0	0
Dpp10	Dpp10	NM_199021.3		0	2	3	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	0
Dpt	Dpt	NM_019759.2		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsel	Dsel	NM_001081316.1		0	0	3	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
Dst	Dst	NM_001276764.1		0	0	7	8	0	0	0	0	0	0	8	7	0	0	0	1	0	0	0	0
Dst	Dst	NM_010081.2		0	1	2	4	0	0	0	0	3	0	1	2	0	0	0	1	0	0	1	0
Dst	Dst	NM_133833.3		0	0	3	11	0	0	0	0	0	0	11	3	0	0	0	1	0	0	0	0
Dst	Dst	NM_134448.3		0	0	6	8	0	0	0	0	0	0	8	6	0	0	0	1	0	0	0	0
Dstyk	Dstyk	NM_172516.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dusp12	Dusp12	NM_023173.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dusp27	Dusp27	NM_001033344.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dusp27	Dusp27	NM_001160049.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ecel1	Ecel1	NM_001277925.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ecel1	Ecel1	NM_021306.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Edem3	Edem3	NM_001039644.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Edem3	Edem3	NM_001311165.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Edem3	Edem3	NM_001311166.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Efhc1	Efhc1	NM_027974.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Efhd1	Efhd1	NM_028889.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eif4e2	Eif4e2	NM_001039169.1		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	Eif4e2	NM_001039170.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eif4e2	Eif4e2	NM_023314.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eif5b	Eif5b	NM_198303.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Elk4	Elk4	NM_007923.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Enah	Enah	NM_001083120.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Enah	Enah	NM_001083121.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Enah	Enah	NM_008680.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Enah	Enah	NM_010135.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Epb41l5	Epb41l5	NM_001113416.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Epb41l5	Epb41l5	NM_145506.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Epha4	Epha4	NM_007936.3		0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
Ephx1	Ephx1	NM_001312918.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ephx1	Ephx1	NM_010145.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Eprs	Eprs	NM_029735.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	Erbb4	NM_010154.2		0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Ercc5	Ercc5	NM_011729.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Espnl	Espnl	NM_001033292.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Etnk2	Etnk2	NM_175443.5		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Exo1	Exo1	NM_012012.4		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Eya1	Eya1	NM_001252192.1		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Eya1	Eya1	NM_001310459.1		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Eya1	Eya1	NM_010164.2		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
F13b	F13b	NM_031164.2		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
F5	F5	NM_007976.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fam117b	Fam117b	NM_001037725.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Fam126b	Fam126b	NM_001310598.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fam126b	Fam126b	NM_001310599.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fam126b	Fam126b	NM_172513.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fam134a	Fam134a	NM_001305231.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Fam134a	Fam134a	NM_001305232.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Fam134a	Fam134a	NM_170755.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Fam135a	Fam135a	NM_026604.4		1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Fam168b	Fam168b	NM_001160235.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam168b	Fam168b	NM_001160236.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam168b	Fam168b	NM_174997.2		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fam20b	Fam20b	NM_145413.4		0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Farp2	Farp2	NM_145519.2		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Fastkd2	Fastkd2	NM_172422.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Fbxo28	Fbxo28	NM_175127.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fbxo36	Fbxo36	NM_025386.3		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Fcamr	Fcamr	NM_001170632.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fcamr	Fcamr	NM_144960.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fcer1g	Fcer1g	NM_010185.4		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Fcgr3	Fcgr3	NM_010188.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fcrla	Fcrla	NM_001160215.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fcrla	Fcrla	NM_145141.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fcrla	Fcrla	NR_027666.1		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Fh1	Fh1	NM_010209.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fmn2	Fmn2	NM_019445.2		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Fmo2	Fmo2	NM_018881.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Fmo3	Fmo3	NM_008030.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fmo4	Fmo4	NM_144878.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fmo9	Fmo9	NM_172844.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gas5	Gas5	NR_002840.2		0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Gdap1	Gdap1	NM_010267.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Gigyf2	Gigyf2	NM_001110212.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gigyf2	Gigyf2	NM_146112.4		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Glb1l	Glb1l	NM_029010.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gli2	Gli2	NM_001081125.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Glrx2	Glrx2	NM_001038592.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glrx2	Glrx2	NM_001038593.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glrx2	Glrx2	NM_001038594.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glrx2	Glrx2	NM_023505.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gls	Gls	NM_001081081.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gls	Gls	NM_001113383.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm10516	Gm10516	NR_033536.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm13749	Gm13749	NR_027824.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Gm16432	Gm16432	NM_001034899.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm20257	Gm20257	NR_045007.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm4788	Gm4788	NM_001029977.3		0	0	1	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Gm4788	Gm4788	NM_001160303.1		0	0	1	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Gm4788	Gm4788	NM_001160304.1		0	0	1	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Gm4846	Gm4846	NM_001164306.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm4847	Gm4847	NM_001164312.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm5415	Gm5415	NM_001164286.1		1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Gm597	Gm597	NM_001013750.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm6086	Gm6086	NM_001039219.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm7609	Gm7609	NM_001081746.1		0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Gm973	Gm973	NM_001013771.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gmppa	Gmppa	NM_133708.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gpbar1	Gpbar1	NM_174985.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gpr161	Gpr161	NM_001081126.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gpr161	Gpr161	NM_001310429.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gpr161	Gpr161	NM_001310430.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gpr39	Gpr39	NM_027677.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gpr45	Gpr45	NM_053107.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gulp1	Gulp1	NM_028450.3		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Hdac4	Hdac4	NM_207225.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hecw2	Hecw2	NM_001001883.3		0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
Hecw2	Hecw2	NM_172655.3		0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Hibch	Hibch	NM_146108.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Hjurp	Hjurp	NM_198652.2		0	0	3	25	9	0	0	0	6	0	5	3	0	0	0	0	0	0	0	5
Hmcn1	Hmcn1	NM_001024720.3		0	1	1	7	0	0	0	0	0	0	7	1	0	0	0	1	0	0	1	0
Hmga2-ps1	Hmga2-ps1	NR_037996.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hnrnpu	Hnrnpu	NM_016805.2		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Htr2b	Htr2b	NM_008311.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Iars2	Iars2	NM_198653.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Idh1	Idh1	NM_001111320.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Idh1	Idh1	NM_010497.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ifi202b	Ifi202b	NM_008327.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ifi202b	Ifi202b	NM_011940.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ifi204	Ifi204	NM_008329.2		0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Igsf9	Igsf9	NM_001145800.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Igsf9	Igsf9	NM_033608.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Il18r1	Il18r1	NM_001161842.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Il18r1	Il18r1	NM_001161843.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Il18r1	Il18r1	NM_008365.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Il18rap	Il18rap	NM_010553.4		0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Il19	Il19	NM_001009940.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Il1r1	Il1r1	NM_001123382.1		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Il1r1	Il1r1	NM_008362.2		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Il1r2	Il1r2	NM_010555.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Il1rl1	Il1rl1	NM_001025602.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl2	Il1rl2	NM_133193.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Il20	Il20	NM_001311091.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Il20	Il20	NM_021380.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ilkap	Ilkap	NM_023343.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ing5	Ing5	NM_025454.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ino80d	Ino80d	NM_001081436.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ino80d	Ino80d	NM_001114609.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ino80dos	Ino80dos	NR_045914.1		0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Ino80dos	Ino80dos	NR_045915.1		0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Inpp5d	Inpp5d	NM_001110192.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Inpp5d	Inpp5d	NM_001110193.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Inpp5d	Inpp5d	NM_010566.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Inpp5d	Inpp5d	NR_122078.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ints7	Ints7	NM_001306203.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ints7	Ints7	NM_001306204.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ints7	Ints7	NM_178632.6		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Iqca	Iqca	NM_029122.2		1	0	0	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Irf6	Irf6	NM_016851.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ivns1abp	Ivns1abp	NM_001039511.1		0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Ivns1abp	Ivns1abp	NM_001039512.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Ivns1abp	Ivns1abp	NM_054102.2		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Jph1	Jph1	NM_020604.2		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Kansl1l	Kansl1l	NM_001122738.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Kansl1l	Kansl1l	NM_177645.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Kansl3	Kansl3	NM_001310513.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl3	Kansl3	NM_172652.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj10	Kcnj10	NM_001039484.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kcnq5	Kcnq5	NM_001160139.1		0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
Kcnq5	Kcnq5	NM_001310477.1		0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
Kcnq5	Kcnq5	NM_023872.3		0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
Kcnt2	Kcnt2	NM_001081027.2		0	0	2	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
Kctd18	Kctd18	NM_001159864.1		0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kctd18	Kctd18	NM_001159865.1		0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kctd18	Kctd18	NR_027630.1		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Kdelc1	Kdelc1	NM_023645.3		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Khdrbs2	Khdrbs2	NM_133235.2		0	0	1	3	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0
Kif14	Kif14	NM_001287179.2		0	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Kif26b	Kif26b	NM_001161665.1		0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Kifap3	Kifap3	NM_001305643.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Kifap3	Kifap3	NM_010629.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Klhdc8a	Klhdc8a	NM_144810.5		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
